date,ticker,field,value
2000/6/5,510300.SH,ORIGINALUNIT,
2000/6/6,510300.SH,ORIGINALUNIT,
2000/6/7,510300.SH,ORIGINALUNIT,
2000/6/8,510300.SH,ORIGINALUNIT,
2000/6/9,510300.SH,ORIGINALUNIT,
2000/6/12,510300.SH,ORIGINALUNIT,
2000/6/13,510300.SH,ORIGINALUNIT,
2000/6/14,510300.SH,ORIGINALUNIT,
2000/6/15,510300.SH,ORIGINALUNIT,
2000/6/16,510300.SH,ORIGINALUNIT,
2000/6/19,510300.SH,ORIGINALUNIT,
2000/6/20,510300.SH,ORIGINALUNIT,
2000/6/21,510300.SH,ORIGINALUNIT,
2000/6/22,510300.SH,ORIGINALUNIT,
2000/6/23,510300.SH,ORIGINALUNIT,
2000/6/26,510300.SH,ORIGINALUNIT,
2000/6/27,510300.SH,ORIGINALUNIT,
2000/6/28,510300.SH,ORIGINALUNIT,
2000/6/29,510300.SH,ORIGINALUNIT,
2000/6/30,510300.SH,ORIGINALUNIT,
2000/7/3,510300.SH,ORIGINALUNIT,
2000/7/4,510300.SH,ORIGINALUNIT,
2000/7/5,510300.SH,ORIGINALUNIT,
2000/7/6,510300.SH,ORIGINALUNIT,
2000/7/7,510300.SH,ORIGINALUNIT,
2000/7/10,510300.SH,ORIGINALUNIT,
2000/7/11,510300.SH,ORIGINALUNIT,
2000/7/12,510300.SH,ORIGINALUNIT,
2000/7/13,510300.SH,ORIGINALUNIT,
2000/7/14,510300.SH,ORIGINALUNIT,
2000/7/17,510300.SH,ORIGINALUNIT,
2000/7/18,510300.SH,ORIGINALUNIT,
2000/7/19,510300.SH,ORIGINALUNIT,
2000/7/20,510300.SH,ORIGINALUNIT,
2000/7/21,510300.SH,ORIGINALUNIT,
2000/7/24,510300.SH,ORIGINALUNIT,
2000/7/25,510300.SH,ORIGINALUNIT,
2000/7/26,510300.SH,ORIGINALUNIT,
2000/7/27,510300.SH,ORIGINALUNIT,
2000/7/28,510300.SH,ORIGINALUNIT,
2000/7/31,510300.SH,ORIGINALUNIT,
2000/8/1,510300.SH,ORIGINALUNIT,
2000/8/2,510300.SH,ORIGINALUNIT,
2000/8/3,510300.SH,ORIGINALUNIT,
2000/8/4,510300.SH,ORIGINALUNIT,
2000/8/7,510300.SH,ORIGINALUNIT,
2000/8/8,510300.SH,ORIGINALUNIT,
2000/8/9,510300.SH,ORIGINALUNIT,
2000/8/10,510300.SH,ORIGINALUNIT,
2000/8/11,510300.SH,ORIGINALUNIT,
2000/8/14,510300.SH,ORIGINALUNIT,
2000/8/15,510300.SH,ORIGINALUNIT,
2000/8/16,510300.SH,ORIGINALUNIT,
2000/8/17,510300.SH,ORIGINALUNIT,
2000/8/18,510300.SH,ORIGINALUNIT,
2000/8/21,510300.SH,ORIGINALUNIT,
2000/8/22,510300.SH,ORIGINALUNIT,
2000/8/23,510300.SH,ORIGINALUNIT,
2000/8/24,510300.SH,ORIGINALUNIT,
2000/8/25,510300.SH,ORIGINALUNIT,
2000/8/28,510300.SH,ORIGINALUNIT,
2000/8/29,510300.SH,ORIGINALUNIT,
2000/8/30,510300.SH,ORIGINALUNIT,
2000/8/31,510300.SH,ORIGINALUNIT,
2000/9/1,510300.SH,ORIGINALUNIT,
2000/9/4,510300.SH,ORIGINALUNIT,
2000/9/5,510300.SH,ORIGINALUNIT,
2000/9/6,510300.SH,ORIGINALUNIT,
2000/9/7,510300.SH,ORIGINALUNIT,
2000/9/8,510300.SH,ORIGINALUNIT,
2000/9/11,510300.SH,ORIGINALUNIT,
2000/9/12,510300.SH,ORIGINALUNIT,
2000/9/13,510300.SH,ORIGINALUNIT,
2000/9/14,510300.SH,ORIGINALUNIT,
2000/9/15,510300.SH,ORIGINALUNIT,
2000/9/18,510300.SH,ORIGINALUNIT,
2000/9/19,510300.SH,ORIGINALUNIT,
2000/9/20,510300.SH,ORIGINALUNIT,
2000/9/21,510300.SH,ORIGINALUNIT,
2000/9/22,510300.SH,ORIGINALUNIT,
2000/9/25,510300.SH,ORIGINALUNIT,
2000/9/26,510300.SH,ORIGINALUNIT,
2000/9/27,510300.SH,ORIGINALUNIT,
2000/9/28,510300.SH,ORIGINALUNIT,
2000/9/29,510300.SH,ORIGINALUNIT,
2000/10/9,510300.SH,ORIGINALUNIT,
2000/10/10,510300.SH,ORIGINALUNIT,
2000/10/11,510300.SH,ORIGINALUNIT,
2000/10/12,510300.SH,ORIGINALUNIT,
2000/10/13,510300.SH,ORIGINALUNIT,
2000/10/16,510300.SH,ORIGINALUNIT,
2000/10/17,510300.SH,ORIGINALUNIT,
2000/10/18,510300.SH,ORIGINALUNIT,
2000/10/19,510300.SH,ORIGINALUNIT,
2000/10/20,510300.SH,ORIGINALUNIT,
2000/10/23,510300.SH,ORIGINALUNIT,
2000/10/24,510300.SH,ORIGINALUNIT,
2000/10/25,510300.SH,ORIGINALUNIT,
2000/10/26,510300.SH,ORIGINALUNIT,
2000/10/27,510300.SH,ORIGINALUNIT,
2000/10/30,510300.SH,ORIGINALUNIT,
2000/10/31,510300.SH,ORIGINALUNIT,
2000/11/1,510300.SH,ORIGINALUNIT,
2000/11/2,510300.SH,ORIGINALUNIT,
2000/11/3,510300.SH,ORIGINALUNIT,
2000/11/6,510300.SH,ORIGINALUNIT,
2000/11/7,510300.SH,ORIGINALUNIT,
2000/11/8,510300.SH,ORIGINALUNIT,
2000/11/9,510300.SH,ORIGINALUNIT,
2000/11/10,510300.SH,ORIGINALUNIT,
2000/11/13,510300.SH,ORIGINALUNIT,
2000/11/14,510300.SH,ORIGINALUNIT,
2000/11/15,510300.SH,ORIGINALUNIT,
2000/11/16,510300.SH,ORIGINALUNIT,
2000/11/17,510300.SH,ORIGINALUNIT,
2000/11/20,510300.SH,ORIGINALUNIT,
2000/11/21,510300.SH,ORIGINALUNIT,
2000/11/22,510300.SH,ORIGINALUNIT,
2000/11/23,510300.SH,ORIGINALUNIT,
2000/11/24,510300.SH,ORIGINALUNIT,
2000/11/27,510300.SH,ORIGINALUNIT,
2000/11/28,510300.SH,ORIGINALUNIT,
2000/11/29,510300.SH,ORIGINALUNIT,
2000/11/30,510300.SH,ORIGINALUNIT,
2000/12/1,510300.SH,ORIGINALUNIT,
2000/12/4,510300.SH,ORIGINALUNIT,
2000/12/5,510300.SH,ORIGINALUNIT,
2000/12/6,510300.SH,ORIGINALUNIT,
2000/12/7,510300.SH,ORIGINALUNIT,
2000/12/8,510300.SH,ORIGINALUNIT,
2000/12/11,510300.SH,ORIGINALUNIT,
2000/12/12,510300.SH,ORIGINALUNIT,
2000/12/13,510300.SH,ORIGINALUNIT,
2000/12/14,510300.SH,ORIGINALUNIT,
2000/12/15,510300.SH,ORIGINALUNIT,
2000/12/18,510300.SH,ORIGINALUNIT,
2000/12/19,510300.SH,ORIGINALUNIT,
2000/12/20,510300.SH,ORIGINALUNIT,
2000/12/21,510300.SH,ORIGINALUNIT,
2000/12/22,510300.SH,ORIGINALUNIT,
2000/12/25,510300.SH,ORIGINALUNIT,
2000/12/26,510300.SH,ORIGINALUNIT,
2000/12/27,510300.SH,ORIGINALUNIT,
2000/12/28,510300.SH,ORIGINALUNIT,
2000/12/29,510300.SH,ORIGINALUNIT,
2001/1/2,510300.SH,ORIGINALUNIT,
2001/1/3,510300.SH,ORIGINALUNIT,
2001/1/4,510300.SH,ORIGINALUNIT,
2001/1/5,510300.SH,ORIGINALUNIT,
2001/1/8,510300.SH,ORIGINALUNIT,
2001/1/9,510300.SH,ORIGINALUNIT,
2001/1/10,510300.SH,ORIGINALUNIT,
2001/1/11,510300.SH,ORIGINALUNIT,
2001/1/12,510300.SH,ORIGINALUNIT,
2001/1/15,510300.SH,ORIGINALUNIT,
2001/1/16,510300.SH,ORIGINALUNIT,
2001/1/17,510300.SH,ORIGINALUNIT,
2001/1/18,510300.SH,ORIGINALUNIT,
2001/1/19,510300.SH,ORIGINALUNIT,
2001/2/5,510300.SH,ORIGINALUNIT,
2001/2/6,510300.SH,ORIGINALUNIT,
2001/2/7,510300.SH,ORIGINALUNIT,
2001/2/8,510300.SH,ORIGINALUNIT,
2001/2/9,510300.SH,ORIGINALUNIT,
2001/2/12,510300.SH,ORIGINALUNIT,
2001/2/13,510300.SH,ORIGINALUNIT,
2001/2/14,510300.SH,ORIGINALUNIT,
2001/2/15,510300.SH,ORIGINALUNIT,
2001/2/16,510300.SH,ORIGINALUNIT,
2001/2/19,510300.SH,ORIGINALUNIT,
2001/2/20,510300.SH,ORIGINALUNIT,
2001/2/21,510300.SH,ORIGINALUNIT,
2001/2/22,510300.SH,ORIGINALUNIT,
2001/2/23,510300.SH,ORIGINALUNIT,
2001/2/26,510300.SH,ORIGINALUNIT,
2001/2/27,510300.SH,ORIGINALUNIT,
2001/2/28,510300.SH,ORIGINALUNIT,
2001/3/1,510300.SH,ORIGINALUNIT,
2001/3/2,510300.SH,ORIGINALUNIT,
2001/3/5,510300.SH,ORIGINALUNIT,
2001/3/6,510300.SH,ORIGINALUNIT,
2001/3/7,510300.SH,ORIGINALUNIT,
2001/3/8,510300.SH,ORIGINALUNIT,
2001/3/9,510300.SH,ORIGINALUNIT,
2001/3/12,510300.SH,ORIGINALUNIT,
2001/3/13,510300.SH,ORIGINALUNIT,
2001/3/14,510300.SH,ORIGINALUNIT,
2001/3/15,510300.SH,ORIGINALUNIT,
2001/3/16,510300.SH,ORIGINALUNIT,
2001/3/19,510300.SH,ORIGINALUNIT,
2001/3/20,510300.SH,ORIGINALUNIT,
2001/3/21,510300.SH,ORIGINALUNIT,
2001/3/22,510300.SH,ORIGINALUNIT,
2001/3/23,510300.SH,ORIGINALUNIT,
2001/3/26,510300.SH,ORIGINALUNIT,
2001/3/27,510300.SH,ORIGINALUNIT,
2001/3/28,510300.SH,ORIGINALUNIT,
2001/3/29,510300.SH,ORIGINALUNIT,
2001/3/30,510300.SH,ORIGINALUNIT,
2001/4/2,510300.SH,ORIGINALUNIT,
2001/4/3,510300.SH,ORIGINALUNIT,
2001/4/4,510300.SH,ORIGINALUNIT,
2001/4/5,510300.SH,ORIGINALUNIT,
2001/4/6,510300.SH,ORIGINALUNIT,
2001/4/9,510300.SH,ORIGINALUNIT,
2001/4/10,510300.SH,ORIGINALUNIT,
2001/4/11,510300.SH,ORIGINALUNIT,
2001/4/12,510300.SH,ORIGINALUNIT,
2001/4/13,510300.SH,ORIGINALUNIT,
2001/4/16,510300.SH,ORIGINALUNIT,
2001/4/17,510300.SH,ORIGINALUNIT,
2001/4/18,510300.SH,ORIGINALUNIT,
2001/4/19,510300.SH,ORIGINALUNIT,
2001/4/20,510300.SH,ORIGINALUNIT,
2001/4/23,510300.SH,ORIGINALUNIT,
2001/4/24,510300.SH,ORIGINALUNIT,
2001/4/25,510300.SH,ORIGINALUNIT,
2001/4/26,510300.SH,ORIGINALUNIT,
2001/4/27,510300.SH,ORIGINALUNIT,
2001/4/30,510300.SH,ORIGINALUNIT,
2001/5/8,510300.SH,ORIGINALUNIT,
2001/5/9,510300.SH,ORIGINALUNIT,
2001/5/10,510300.SH,ORIGINALUNIT,
2001/5/11,510300.SH,ORIGINALUNIT,
2001/5/14,510300.SH,ORIGINALUNIT,
2001/5/15,510300.SH,ORIGINALUNIT,
2001/5/16,510300.SH,ORIGINALUNIT,
2001/5/17,510300.SH,ORIGINALUNIT,
2001/5/18,510300.SH,ORIGINALUNIT,
2001/5/21,510300.SH,ORIGINALUNIT,
2001/5/22,510300.SH,ORIGINALUNIT,
2001/5/23,510300.SH,ORIGINALUNIT,
2001/5/24,510300.SH,ORIGINALUNIT,
2001/5/25,510300.SH,ORIGINALUNIT,
2001/5/28,510300.SH,ORIGINALUNIT,
2001/5/29,510300.SH,ORIGINALUNIT,
2001/5/30,510300.SH,ORIGINALUNIT,
2001/5/31,510300.SH,ORIGINALUNIT,
2001/6/1,510300.SH,ORIGINALUNIT,
2001/6/4,510300.SH,ORIGINALUNIT,
2001/6/5,510300.SH,ORIGINALUNIT,
2001/6/6,510300.SH,ORIGINALUNIT,
2001/6/7,510300.SH,ORIGINALUNIT,
2001/6/8,510300.SH,ORIGINALUNIT,
2001/6/11,510300.SH,ORIGINALUNIT,
2001/6/12,510300.SH,ORIGINALUNIT,
2001/6/13,510300.SH,ORIGINALUNIT,
2001/6/14,510300.SH,ORIGINALUNIT,
2001/6/15,510300.SH,ORIGINALUNIT,
2001/6/18,510300.SH,ORIGINALUNIT,
2001/6/19,510300.SH,ORIGINALUNIT,
2001/6/20,510300.SH,ORIGINALUNIT,
2001/6/21,510300.SH,ORIGINALUNIT,
2001/6/22,510300.SH,ORIGINALUNIT,
2001/6/25,510300.SH,ORIGINALUNIT,
2001/6/26,510300.SH,ORIGINALUNIT,
2001/6/27,510300.SH,ORIGINALUNIT,
2001/6/28,510300.SH,ORIGINALUNIT,
2001/6/29,510300.SH,ORIGINALUNIT,
2001/7/2,510300.SH,ORIGINALUNIT,
2001/7/3,510300.SH,ORIGINALUNIT,
2001/7/4,510300.SH,ORIGINALUNIT,
2001/7/5,510300.SH,ORIGINALUNIT,
2001/7/6,510300.SH,ORIGINALUNIT,
2001/7/9,510300.SH,ORIGINALUNIT,
2001/7/10,510300.SH,ORIGINALUNIT,
2001/7/11,510300.SH,ORIGINALUNIT,
2001/7/12,510300.SH,ORIGINALUNIT,
2001/7/13,510300.SH,ORIGINALUNIT,
2001/7/16,510300.SH,ORIGINALUNIT,
2001/7/17,510300.SH,ORIGINALUNIT,
2001/7/18,510300.SH,ORIGINALUNIT,
2001/7/19,510300.SH,ORIGINALUNIT,
2001/7/20,510300.SH,ORIGINALUNIT,
2001/7/23,510300.SH,ORIGINALUNIT,
2001/7/24,510300.SH,ORIGINALUNIT,
2001/7/25,510300.SH,ORIGINALUNIT,
2001/7/26,510300.SH,ORIGINALUNIT,
2001/7/27,510300.SH,ORIGINALUNIT,
2001/7/30,510300.SH,ORIGINALUNIT,
2001/7/31,510300.SH,ORIGINALUNIT,
2001/8/1,510300.SH,ORIGINALUNIT,
2001/8/2,510300.SH,ORIGINALUNIT,
2001/8/3,510300.SH,ORIGINALUNIT,
2001/8/6,510300.SH,ORIGINALUNIT,
2001/8/7,510300.SH,ORIGINALUNIT,
2001/8/8,510300.SH,ORIGINALUNIT,
2001/8/9,510300.SH,ORIGINALUNIT,
2001/8/10,510300.SH,ORIGINALUNIT,
2001/8/13,510300.SH,ORIGINALUNIT,
2001/8/14,510300.SH,ORIGINALUNIT,
2001/8/15,510300.SH,ORIGINALUNIT,
2001/8/16,510300.SH,ORIGINALUNIT,
2001/8/17,510300.SH,ORIGINALUNIT,
2001/8/20,510300.SH,ORIGINALUNIT,
2001/8/21,510300.SH,ORIGINALUNIT,
2001/8/22,510300.SH,ORIGINALUNIT,
2001/8/23,510300.SH,ORIGINALUNIT,
2001/8/24,510300.SH,ORIGINALUNIT,
2001/8/27,510300.SH,ORIGINALUNIT,
2001/8/28,510300.SH,ORIGINALUNIT,
2001/8/29,510300.SH,ORIGINALUNIT,
2001/8/30,510300.SH,ORIGINALUNIT,
2001/8/31,510300.SH,ORIGINALUNIT,
2001/9/3,510300.SH,ORIGINALUNIT,
2001/9/4,510300.SH,ORIGINALUNIT,
2001/9/5,510300.SH,ORIGINALUNIT,
2001/9/6,510300.SH,ORIGINALUNIT,
2001/9/7,510300.SH,ORIGINALUNIT,
2001/9/10,510300.SH,ORIGINALUNIT,
2001/9/11,510300.SH,ORIGINALUNIT,
2001/9/12,510300.SH,ORIGINALUNIT,
2001/9/13,510300.SH,ORIGINALUNIT,
2001/9/14,510300.SH,ORIGINALUNIT,
2001/9/17,510300.SH,ORIGINALUNIT,
2001/9/18,510300.SH,ORIGINALUNIT,
2001/9/19,510300.SH,ORIGINALUNIT,
2001/9/20,510300.SH,ORIGINALUNIT,
2001/9/21,510300.SH,ORIGINALUNIT,
2001/9/24,510300.SH,ORIGINALUNIT,
2001/9/25,510300.SH,ORIGINALUNIT,
2001/9/26,510300.SH,ORIGINALUNIT,
2001/9/27,510300.SH,ORIGINALUNIT,
2001/9/28,510300.SH,ORIGINALUNIT,
2001/10/8,510300.SH,ORIGINALUNIT,
2001/10/9,510300.SH,ORIGINALUNIT,
2001/10/10,510300.SH,ORIGINALUNIT,
2001/10/11,510300.SH,ORIGINALUNIT,
2001/10/12,510300.SH,ORIGINALUNIT,
2001/10/15,510300.SH,ORIGINALUNIT,
2001/10/16,510300.SH,ORIGINALUNIT,
2001/10/17,510300.SH,ORIGINALUNIT,
2001/10/18,510300.SH,ORIGINALUNIT,
2001/10/19,510300.SH,ORIGINALUNIT,
2001/10/22,510300.SH,ORIGINALUNIT,
2001/10/23,510300.SH,ORIGINALUNIT,
2001/10/24,510300.SH,ORIGINALUNIT,
2001/10/25,510300.SH,ORIGINALUNIT,
2001/10/26,510300.SH,ORIGINALUNIT,
2001/10/29,510300.SH,ORIGINALUNIT,
2001/10/30,510300.SH,ORIGINALUNIT,
2001/10/31,510300.SH,ORIGINALUNIT,
2001/11/1,510300.SH,ORIGINALUNIT,
2001/11/2,510300.SH,ORIGINALUNIT,
2001/11/5,510300.SH,ORIGINALUNIT,
2001/11/6,510300.SH,ORIGINALUNIT,
2001/11/7,510300.SH,ORIGINALUNIT,
2001/11/8,510300.SH,ORIGINALUNIT,
2001/11/9,510300.SH,ORIGINALUNIT,
2001/11/12,510300.SH,ORIGINALUNIT,
2001/11/13,510300.SH,ORIGINALUNIT,
2001/11/14,510300.SH,ORIGINALUNIT,
2001/11/15,510300.SH,ORIGINALUNIT,
2001/11/16,510300.SH,ORIGINALUNIT,
2001/11/19,510300.SH,ORIGINALUNIT,
2001/11/20,510300.SH,ORIGINALUNIT,
2001/11/21,510300.SH,ORIGINALUNIT,
2001/11/22,510300.SH,ORIGINALUNIT,
2001/11/23,510300.SH,ORIGINALUNIT,
2001/11/26,510300.SH,ORIGINALUNIT,
2001/11/27,510300.SH,ORIGINALUNIT,
2001/11/28,510300.SH,ORIGINALUNIT,
2001/11/29,510300.SH,ORIGINALUNIT,
2001/11/30,510300.SH,ORIGINALUNIT,
2001/12/3,510300.SH,ORIGINALUNIT,
2001/12/4,510300.SH,ORIGINALUNIT,
2001/12/5,510300.SH,ORIGINALUNIT,
2001/12/6,510300.SH,ORIGINALUNIT,
2001/12/7,510300.SH,ORIGINALUNIT,
2001/12/10,510300.SH,ORIGINALUNIT,
2001/12/11,510300.SH,ORIGINALUNIT,
2001/12/12,510300.SH,ORIGINALUNIT,
2001/12/13,510300.SH,ORIGINALUNIT,
2001/12/14,510300.SH,ORIGINALUNIT,
2001/12/17,510300.SH,ORIGINALUNIT,
2001/12/18,510300.SH,ORIGINALUNIT,
2001/12/19,510300.SH,ORIGINALUNIT,
2001/12/20,510300.SH,ORIGINALUNIT,
2001/12/21,510300.SH,ORIGINALUNIT,
2001/12/24,510300.SH,ORIGINALUNIT,
2001/12/25,510300.SH,ORIGINALUNIT,
2001/12/26,510300.SH,ORIGINALUNIT,
2001/12/27,510300.SH,ORIGINALUNIT,
2001/12/28,510300.SH,ORIGINALUNIT,
2001/12/31,510300.SH,ORIGINALUNIT,
2002/1/4,510300.SH,ORIGINALUNIT,
2002/1/7,510300.SH,ORIGINALUNIT,
2002/1/8,510300.SH,ORIGINALUNIT,
2002/1/9,510300.SH,ORIGINALUNIT,
2002/1/10,510300.SH,ORIGINALUNIT,
2002/1/11,510300.SH,ORIGINALUNIT,
2002/1/14,510300.SH,ORIGINALUNIT,
2002/1/15,510300.SH,ORIGINALUNIT,
2002/1/16,510300.SH,ORIGINALUNIT,
2002/1/17,510300.SH,ORIGINALUNIT,
2002/1/18,510300.SH,ORIGINALUNIT,
2002/1/21,510300.SH,ORIGINALUNIT,
2002/1/22,510300.SH,ORIGINALUNIT,
2002/1/23,510300.SH,ORIGINALUNIT,
2002/1/24,510300.SH,ORIGINALUNIT,
2002/1/25,510300.SH,ORIGINALUNIT,
2002/1/28,510300.SH,ORIGINALUNIT,
2002/1/29,510300.SH,ORIGINALUNIT,
2002/1/30,510300.SH,ORIGINALUNIT,
2002/1/31,510300.SH,ORIGINALUNIT,
2002/2/1,510300.SH,ORIGINALUNIT,
2002/2/4,510300.SH,ORIGINALUNIT,
2002/2/5,510300.SH,ORIGINALUNIT,
2002/2/6,510300.SH,ORIGINALUNIT,
2002/2/7,510300.SH,ORIGINALUNIT,
2002/2/8,510300.SH,ORIGINALUNIT,
2002/2/25,510300.SH,ORIGINALUNIT,
2002/2/26,510300.SH,ORIGINALUNIT,
2002/2/27,510300.SH,ORIGINALUNIT,
2002/2/28,510300.SH,ORIGINALUNIT,
2002/3/1,510300.SH,ORIGINALUNIT,
2002/3/4,510300.SH,ORIGINALUNIT,
2002/3/5,510300.SH,ORIGINALUNIT,
2002/3/6,510300.SH,ORIGINALUNIT,
2002/3/7,510300.SH,ORIGINALUNIT,
2002/3/8,510300.SH,ORIGINALUNIT,
2002/3/11,510300.SH,ORIGINALUNIT,
2002/3/12,510300.SH,ORIGINALUNIT,
2002/3/13,510300.SH,ORIGINALUNIT,
2002/3/14,510300.SH,ORIGINALUNIT,
2002/3/15,510300.SH,ORIGINALUNIT,
2002/3/18,510300.SH,ORIGINALUNIT,
2002/3/19,510300.SH,ORIGINALUNIT,
2002/3/20,510300.SH,ORIGINALUNIT,
2002/3/21,510300.SH,ORIGINALUNIT,
2002/3/22,510300.SH,ORIGINALUNIT,
2002/3/25,510300.SH,ORIGINALUNIT,
2002/3/26,510300.SH,ORIGINALUNIT,
2002/3/27,510300.SH,ORIGINALUNIT,
2002/3/28,510300.SH,ORIGINALUNIT,
2002/3/29,510300.SH,ORIGINALUNIT,
2002/4/1,510300.SH,ORIGINALUNIT,
2002/4/2,510300.SH,ORIGINALUNIT,
2002/4/3,510300.SH,ORIGINALUNIT,
2002/4/4,510300.SH,ORIGINALUNIT,
2002/4/5,510300.SH,ORIGINALUNIT,
2002/4/8,510300.SH,ORIGINALUNIT,
2002/4/9,510300.SH,ORIGINALUNIT,
2002/4/10,510300.SH,ORIGINALUNIT,
2002/4/11,510300.SH,ORIGINALUNIT,
2002/4/12,510300.SH,ORIGINALUNIT,
2002/4/15,510300.SH,ORIGINALUNIT,
2002/4/16,510300.SH,ORIGINALUNIT,
2002/4/17,510300.SH,ORIGINALUNIT,
2002/4/18,510300.SH,ORIGINALUNIT,
2002/4/19,510300.SH,ORIGINALUNIT,
2002/4/22,510300.SH,ORIGINALUNIT,
2002/4/23,510300.SH,ORIGINALUNIT,
2002/4/24,510300.SH,ORIGINALUNIT,
2002/4/25,510300.SH,ORIGINALUNIT,
2002/4/26,510300.SH,ORIGINALUNIT,
2002/4/29,510300.SH,ORIGINALUNIT,
2002/4/30,510300.SH,ORIGINALUNIT,
2002/5/8,510300.SH,ORIGINALUNIT,
2002/5/9,510300.SH,ORIGINALUNIT,
2002/5/10,510300.SH,ORIGINALUNIT,
2002/5/13,510300.SH,ORIGINALUNIT,
2002/5/14,510300.SH,ORIGINALUNIT,
2002/5/15,510300.SH,ORIGINALUNIT,
2002/5/16,510300.SH,ORIGINALUNIT,
